Cell,SampleID,seurat_clusters,CellType1,nCount_RNA,nFeature_RNA,percent.mt,percent.rb,FibroblastScore1,FibroblastScoreFull,umap_1,umap_2
931646,Fibro_Cocultured,0,Macrophages,3768,1816,5.4406,2.7601,-0.180577,0.185978,3.124895,0.645488
937732,Adipo_Cocultured,5,Monocytes,2842,1525,6.4743,4.4335,-0.102635,0.149265,1.5374,4.051837
937945,Fibro_Cocultured,0,Macrophages,7161,2831,5.7674,2.8627,-0.118289,0.070685,4.955938,-1.832103
960186,Adipo_Cocultured,2,Macrophages,4619,1897,7.3826,4.0052,-0.121995,0.124384,3.96454,-2.974583
961694,Adipo_Cocultured,5,Monocytes,1651,911,8.9037,3.6342,-0.138094,-0.189756,2.414344,4.29138
965050,Fibro_Cocultured,0,Macrophages,3968,1771,7.4345,2.0917,-0.122353,0.084375,2.328309,-0.753307
965939,Adipo_Cocultured,3,Macrophages,3042,1449,13.0178,1.7751,-0.037213,0.09801,4.615788,-3.693365
967248,Fibro_Cocultured,2,Macrophages,5966,2322,6.6041,2.9165,-0.089504,0.145262,1.996654,-3.037701
979896,Fibro_Cocultured,12,T Cells,4776,2333,6.3652,9.0034,-0.125931,0.396814,-8.310936,2.175511
979916,Fibro_Cocultured,5,Monocytes,3030,1550,2.7723,2.0792,-0.178404,0.289756,3.105244,1.556363
984333,Adipo_Cocultured,1,Monocytes,4038,2017,7.0084,6.5379,-0.093836,0.01897,-0.951039,2.375287
991178,Fibro_Cocultured,2,Macrophages,3017,1600,6.596,3.6129,-0.09457,0.193451,5.36039,-3.296816
1003468,Adipo_Cocultured,10,Myeloid Progenitors,3129,1324,6.1361,1.8856,-0.120976,0.403211,-2.307325,7.807425
1014371,Fibro_Cocultured,2,Macrophages,5426,2208,5.0129,3.2621,-0.076996,0.139679,3.478014,-1.718765
1017182,Adipo_Cocultured,5,Monocytes,1424,797,6.4607,1.6152,-0.146374,0.339407,0.509798,5.949433
1020347,Adipo_Cocultured,6,Myeloid Progenitors,7966,3140,6.5026,10.3942,-0.163136,0.088619,-4.685721,4.340464
1027673,Adipo_Cocultured,5,Monocytes,3252,1631,6.3038,4.182,-0.056484,0.18146,1.772978,5.288454
1027880,Adipo_Cocultured,5,Monocytes,2639,1291,7.8439,6.4418,-0.110597,0.29842,1.470334,3.972781
1037481,Adipo_Cocultured,5,Monocytes,4316,1633,12.5811,6.2558,-0.069388,0.505971,0.367411,3.945784
1039594,Adipo_Cocultured,0,Macrophages,2685,1316,6.9274,6.0708,-0.065698,0.180071,3.696345,0.304294
1041871,Fibro_Cocultured,2,Macrophages,3735,1716,8.3802,2.8648,-0.084955,0.172747,3.674851,-1.897859
1044559,Fibro_Cocultured,4,Macrophages,3926,1855,4.2282,3.3367,-0.077387,0.133263,1.71954,-0.156574
1055164,Adipo_Cocultured,13,Neutrophils,2085,953,5.0839,1.5827,-0.075108,-0.029839,0.544108,7.176738
1057034,Fibro_Cocultured,8,NK Cells,3210,1595,9.19,8.972,-0.05353,0.154403,-9.920988,-1.893617
1059539,Fibro_Cocultured,3,Macrophages,2171,1217,10.8245,2.5795,-0.076623,0.160531,1.562268,-2.997683
1059930,Adipo_Cocultured,1,Monocytes,2028,1038,8.432,5.5227,-0.09371,0.100953,-0.994339,1.967744
1061767,Fibro_Cocultured,0,Macrophages,1321,874,6.5859,4.0878,-0.099958,0.134317,5.775054,-3.036313
1062604,Fibro_Cocultured,1,Monocytes,4317,2007,3.5441,3.2893,-0.095619,0.094418,0.65687,-1.684155
1068214,Fibro_Cocultured,3,Macrophages,2987,1733,2.5778,4.0174,-0.125448,0.018381,-0.167308,-3.859556
1069387,Fibro_Cocultured,3,Macrophages,3007,1795,5.3209,4.6891,-0.127599,0.117676,1.337016,-4.718928
1070512,Adipo_Cocultured,10,Myeloid Progenitors,3458,1684,3.2678,10.9312,-0.130435,-0.109749,-3.035424,7.477938
1071280,Fibro_Cocultured,7,T Cells,2448,1309,6.0866,13.6438,-0.108225,0.599278,-6.369829,-0.694909
1074881,Adipo_Cocultured,4,Macrophages,1389,767,14.5428,2.4478,-0.048573,0.146333,-0.089662,-2.424049
1077640,Fibro_Cocultured,8,NK Cells,9871,3142,5.6327,11.3768,-0.127821,-0.004115,-10.9673,-0.996253
1083362,Adipo_Cocultured,0,Macrophages,4187,1838,4.3468,4.4184,-0.174569,0.192138,2.756665,-0.248979
1088857,Fibro_Cocultured,3,Macrophages,7461,2913,5.3344,3.5116,-0.12074,0.211314,1.062471,-3.61071
1091812,Fibro_Cocultured,3,Macrophages,1750,1023,6.9143,2.6857,-0.11303,0.184349,0.770029,-3.45041
1103812,Fibro_Cocultured,8,NK Cells,3741,1877,7.4312,9.0885,-0.14242,0.332078,-9.989446,-0.988179
1109140,Adipo_Cocultured,2,Macrophages,2697,1466,3.8561,3.5595,-0.08501,0.164935,3.164289,-1.886094
1118531,Adipo_Cocultured,7,T Cells,2985,1591,4.9246,9.8157,-0.132355,0.401565,-8.301939,0.242326
1120286,Adipo_Cocultured,1,Monocytes,3529,1466,7.8492,5.0439,-0.092792,0.434256,-0.236904,0.202194
1133426,Adipo_Cocultured,5,Monocytes,1419,762,3.1008,3.3827,-0.138465,0.165727,2.400153,3.557956
1138093,Adipo_Cocultured,1,Monocytes,3582,1573,7.3702,6.3652,-0.125868,0.13989,-1.018212,1.349717
1140356,Adipo_Cocultured,1,Monocytes,2953,1318,6.8744,5.3166,-0.079116,0.287414,0.675968,1.613547
1141468,Fibro_Cocultured,9,T Cells,1589,995,9.9434,9.6287,-0.046295,0.418718,-6.847269,1.966081
1144663,Adipo_Cocultured,1,Monocytes,2362,1205,3.387,4.8264,-0.103529,0.502236,1.535088,2.346637
1149927,Adipo_Cocultured,5,Monocytes,2780,1359,6.6906,10,-0.127004,0.365896,0.242219,5.510054
1150631,Adipo_Cocultured,1,Monocytes,2802,1303,6.1742,7.9943,-0.081372,0.129869,0.441979,2.542377
1150632,Fibro_Cocultured,0,Macrophages,3842,1729,7.0796,2.0822,-0.07487,0.203618,3.519655,0.85854
1151104,Fibro_Cocultured,0,Macrophages,2484,1391,6.3607,4.1465,-0.133173,0.071426,4.030116,-1.223121
1155153,Fibro_Cocultured,9,T Cells,3518,1815,8.0443,9.3803,-0.07806,0.43964,-7.405846,1.193051
1156502,Fibro_Cocultured,4,Macrophages,4957,2301,6.0924,3.1471,-0.09548,0.172183,1.739004,-1.086027
1158093,Adipo_Cocultured,1,Monocytes,2615,1347,7.9159,7.3805,-0.051902,0.386289,0.966022,2.486554
1171864,Fibro_Cocultured,2,Macrophages,3469,1813,4.6988,3.834,-0.170249,0.146031,3.128681,-2.51886
1180961,Adipo_Cocultured,4,Macrophages,2077,1228,2.1666,3.5147,-0.125521,0.194563,0.702191,-2.586671
1186260,Adipo_Cocultured,5,Monocytes,1396,712,4.1547,1.8625,-0.039552,-0.005437,0.774307,6.034122
1187634,Adipo_Cocultured,1,Monocytes,2059,1114,8.0136,3.4483,-0.076169,0.181397,0.29912,-1.358121
1189495,Fibro_Cocultured,2,Macrophages,2983,1590,6.0007,3.9893,-0.057689,0.303732,3.446518,-2.637578
1190851,Adipo_Cocultured,1,Monocytes,3011,1399,4.8157,5.812,-0.181169,0.296158,0.741263,2.576303
1192076,Adipo_Cocultured,4,Macrophages,3397,1611,5.4754,4.1507,-0.157805,0.253844,0.630368,-0.312453
1194013,Adipo_Cocultured,2,Macrophages,3383,1351,5.8232,2.6012,-0.09318,0.097718,1.821149,-3.110557
1198469,Adipo_Cocultured,1,Monocytes,3754,1685,4.6351,5.4608,-0.117848,0.388922,2.972352,0.480505
1202854,Fibro_Cocultured,1,Monocytes,3424,1519,6.6005,4.9065,-0.063922,0.107009,1.165982,0.957148
1209122,Adipo_Cocultured,4,Macrophages,2322,1257,5.211,3.876,-0.071267,0.408317,1.630712,0.984266
1210461,Adipo_Cocultured,10,Myeloid Progenitors,6592,2698,5.8708,10.0728,-0.161114,-0.174104,-3.790733,6.616618
1212551,Fibro_Cocultured,7,T Cells,4054,1796,7.6714,13.2215,-0.082181,0.276557,-6.719243,-0.187991
1216890,Fibro_Cocultured,8,NK Cells,2863,1444,6.2173,10.1292,-0.095588,0.076041,-9.026852,-1.722094
1218630,Adipo_Cocultured,1,Monocytes,3973,1629,8.2306,6.1163,-0.102562,0.119473,-0.091206,1.620494
1218711,Adipo_Cocultured,1,Monocytes,2743,1422,7.4736,6.6351,-0.074924,0.29441,1.265231,2.213483
1224222,Fibro_Cocultured,0,Macrophages,2365,1335,6.6385,2.8753,-0.063928,0.092775,4.470053,-1.626947
1227452,Adipo_Cocultured,6,Myeloid Progenitors,4136,1775,8.1721,5.6576,-0.163259,0.135338,-1.05142,2.73886
1229246,Fibro_Cocultured,8,NK Cells,2231,1334,8.606,7.9785,-0.083937,0.121512,-8.688994,-1.85561
1239124,Fibro_Cocultured,9,T Cells,3734,1846,6.7488,9.1859,-0.114413,0.294727,-6.84437,3.394016
1254935,Fibro_Cocultured,3,Macrophages,3613,1882,5.3418,3.2383,-0.106572,0.086119,2.93794,-3.286605
1269638,Fibro_Cocultured,7,T Cells,3042,1560,7.002,11.7357,-0.097318,0.262332,-7.3898,-0.734809
1269963,Fibro_Cocultured,0,Macrophages,3228,1643,9.4176,1.8897,-0.108176,-0.001985,3.937065,0.394932
1279233,Adipo_Cocultured,3,Macrophages,4118,2193,1.4813,4.1768,-0.155189,0.167061,1.517352,-4.831202
1279522,Adipo_Cocultured,1,Monocytes,3355,1572,7.6304,4.2921,-0.084621,0.095176,2.854203,1.21005
1284445,Adipo_Cocultured,5,Monocytes,1741,1035,12.1195,4.3079,-0.034409,-0.038663,-0.403178,-1.932815
1288986,Adipo_Cocultured,0,Macrophages,5237,2341,7.1988,4.5255,-0.139904,0.297909,3.371076,0.070313
1289935,Fibro_Cocultured,8,NK Cells,4057,1759,7.7151,10.8455,-0.135795,-0.179675,-9.972748,-1.420607
1291730,Fibro_Cocultured,7,T Cells,2548,1345,9.8509,10.5965,-0.060837,0.502079,-7.098284,-1.046056
1293894,Adipo_Cocultured,6,Myeloid Progenitors,3496,1763,8.1522,7.5801,-0.13859,0.086095,-0.908888,3.077864
1297353,Fibro_Cocultured,0,Macrophages,4252,1915,8.0198,3.7394,-0.157583,0.118007,2.965088,0.030264
1299724,Fibro_Cocultured,8,NK Cells,2453,1581,4.1989,3.8728,-0.06193,0.10234,-8.879141,-1.924413
1300773,Adipo_Cocultured,4,Macrophages,3475,1559,4.777,4.0288,-0.088493,0.102463,1.140568,-1.070981
1303288,Adipo_Cocultured,2,Macrophages,3670,1517,8.5559,3.9237,-0.135929,0.144516,1.865261,-2.489649
1306289,Fibro_Cocultured,9,T Cells,3839,1934,6.7726,9.9766,-0.073838,0.540195,-6.352854,1.780619
1306884,Adipo_Cocultured,5,Monocytes,1310,850,3.5115,5.8015,-0.110025,-0.033826,1.559048,5.340347
1307722,Adipo_Cocultured,1,Monocytes,7722,2487,6.0218,3.8462,-0.12123,0.120202,-0.661013,-0.025991
1309583,Adipo_Cocultured,4,Macrophages,3036,1385,6.6864,3.3597,-0.131718,0.130572,0.999185,-1.129858
1316111,Fibro_Cocultured,0,Macrophages,5688,2361,5.116,4.3601,-0.10934,0.022686,5.694373,-1.701251
1318322,Adipo_Cocultured,6,Myeloid Progenitors,5287,2622,5.1447,8.1332,-0.150663,0.025339,-4.856555,4.666969
1323450,Fibro_Cocultured,4,Macrophages,3146,1715,3.4965,2.6383,-0.080807,-0.004068,0.349025,-2.499129
1325758,Fibro_Cocultured,6,Myeloid Progenitors,5729,2314,7.6628,3.3339,-0.144452,0.109648,-1.003798,2.471639
1331095,Fibro_Cocultured,0,Macrophages,3399,1712,7.6493,4.06,-0.133998,-0.06571,5.478459,-1.149615
1338024,Fibro_Cocultured,1,Monocytes,3614,1711,4.2612,3.5418,-0.070641,0.190121,0.873013,-1.513061
1339194,Fibro_Cocultured,4,Macrophages,3826,2090,4.4433,4.4956,-0.123926,-0.018557,0.084264,-2.881088
1343503,Adipo_Cocultured,0,Macrophages,3781,1690,8.1724,4.3375,-0.105142,0.134877,2.561487,-0.114059
1346502,Adipo_Cocultured,4,Macrophages,1425,811,3.8596,2.1053,-0.073979,0.139501,0.893787,-1.642279
1357134,Fibro_Cocultured,2,Macrophages,2980,1538,8.6577,3.0872,-0.074981,0.156181,2.629823,-3.568639
1358122,Fibro_Cocultured,4,Macrophages,2648,1483,0.9063,3.2477,-0.124603,0.158818,2.109134,-0.067282
1359151,Adipo_Cocultured,1,Monocytes,3306,1577,7.7737,5.6261,-0.12274,0.300664,1.143826,2.092114
1359999,Fibro_Cocultured,8,NK Cells,3060,1458,7.6471,12.6797,-0.073897,-0.005006,-10.30276,-1.580568
1363038,Adipo_Cocultured,1,Monocytes,5134,1821,5.298,4.4799,-0.058834,0.266438,0.73969,-0.155784
1371731,Adipo_Cocultured,4,Macrophages,1854,1093,3.2902,4.0453,-0.160574,0.08158,1.470057,-1.896898
1374719,Fibro_Cocultured,2,Macrophages,4730,2108,5.0106,4.0169,-0.143681,0.239778,3.726573,-1.912412
1376550,Adipo_Cocultured,1,Monocytes,2085,1143,7.6739,5.9952,-0.09309,0.435839,1.63862,1.60712
1377038,Fibro_Cocultured,0,Macrophages,3589,1769,5.0989,3.2321,-0.125534,-0.029947,5.729478,-1.179906
1378924,Fibro_Cocultured,2,Macrophages,4230,1822,6.0993,2.8605,-0.076374,0.284383,2.710385,-2.048686
1397942,Fibro_Cocultured,0,Macrophages,3603,1752,5.2734,3.8301,-0.107778,0.092694,4.973375,-0.441303
1398992,Adipo_Cocultured,1,Monocytes,3118,1338,6.2861,6.7351,-0.123974,0.189062,0.472972,1.411745
1403281,Fibro_Cocultured,3,Macrophages,3374,1813,4.594,3.7937,-0.110022,0.068567,2.062515,-3.491226
1408504,Adipo_Cocultured,1,Monocytes,3252,1474,7.1341,7.4108,-0.047621,0.190964,0.952212,1.216032
1410706,Fibro_Cocultured,3,Macrophages,2220,1445,3.6937,2.8378,-0.133502,0.174763,1.688313,-3.930046
1412466,Adipo_Cocultured,5,Monocytes,2661,1308,8.23,5.4491,-0.07997,0.257688,0.714836,4.422162
1412799,Fibro_Cocultured,15,Mast Cells,1593,986,4.5825,3.3271,-0.114344,0.10647,-10.271433,5.52802
1421558,Fibro_Cocultured,0,Macrophages,3535,1787,5.488,2.9986,-0.065191,0.184929,3.804369,-1.853525
1426369,Adipo_Cocultured,1,Monocytes,3111,1489,7.6824,6.0431,-0.078945,0.29842,0.973316,2.804885
1427892,Adipo_Cocultured,1,Monocytes,3051,1604,5.0475,6.4897,-0.168485,0.061289,-0.639549,2.204668
1428773,Adipo_Cocultured,1,Monocytes,3000,1358,6.6333,4.8,-0.122269,0.240811,1.287928,2.583969
1431463,Adipo_Cocultured,2,Macrophages,3564,1640,6.4534,3.6195,-0.111933,0.079182,3.686694,-3.781
1444547,Adipo_Cocultured,1,Monocytes,3285,1407,5.3577,6.6667,-0.099942,0.242312,0.07957,0.958883
1446027,Adipo_Cocultured,0,Macrophages,5974,2408,5.5909,5.2226,-0.088241,0.035391,2.986658,0.492804
1447546,Adipo_Cocultured,11,T Cells,4974,2136,6.5742,9.3486,-0.1403,0.325243,-5.997483,-0.275138
1448518,Fibro_Cocultured,7,T Cells,3467,1682,8.2492,13.4699,-0.105277,0.490839,-6.36453,0.388492
1453824,Adipo_Cocultured,10,Myeloid Progenitors,2923,1520,4.2422,6.637,-0.09972,-0.033189,-2.986077,7.690499
1457819,Fibro_Cocultured,0,Macrophages,2888,1547,4.259,3.0125,-0.14107,0.092011,4.079907,0.423016
1458333,Adipo_Cocultured,6,Myeloid Progenitors,5256,2501,4.7755,11.8531,-0.163999,-0.055121,-3.573354,5.318051
1462608,Fibro_Cocultured,12,T Cells,5386,2363,6.4798,10.5644,-0.101542,0.265928,-7.648085,1.730062
1462885,Adipo_Cocultured,6,Myeloid Progenitors,3016,1347,4.0451,3.4151,-0.078952,0.168703,-1.442895,2.248748
1463071,Fibro_Cocultured,0,Macrophages,5368,2317,8.1036,3.1483,-0.099011,0.039717,3.0635,-0.613224
1463976,Fibro_Cocultured,0,Macrophages,3495,1698,6.6094,3.8054,-0.104001,-0.021537,5.288764,-0.344241
1467720,Adipo_Cocultured,0,Macrophages,2995,1387,6.1436,3.0384,-0.091277,0.221641,3.610176,-1.424686
1469298,Fibro_Cocultured,9,T Cells,1524,977,8.3333,9.9081,-0.081097,0.476256,-6.795226,2.294483
1471995,Fibro_Cocultured,2,Macrophages,2128,1187,7.7068,3.3365,-0.080122,0.202827,3.936104,-2.967029
1478121,Adipo_Cocultured,15,Mast Cells,1613,996,6.3856,4.3397,-0.118104,-0.021965,-10.166238,5.455001
1479203,Adipo_Cocultured,4,Macrophages,2236,1119,5.5009,2.9964,-0.188518,0.253103,-0.150509,0.187103
1483283,Adipo_Cocultured,5,Monocytes,2671,1407,4.4178,5.4287,-0.130634,0.062952,1.037967,4.234054
1492885,Fibro_Cocultured,5,Monocytes,2152,1209,5.3903,4.6004,-0.109398,0.261295,2.523756,2.934147
1523843,Adipo_Cocultured,1,Monocytes,3431,1517,6.2955,3.7015,-0.082398,0.218454,0.424907,-0.089804
1526171,Adipo_Cocultured,4,Macrophages,1937,1036,8.6216,3.7171,-0.06546,0.607894,1.791086,1.175599
1526245,Fibro_Cocultured,4,Macrophages,3574,1671,7.1908,4.197,-0.082657,0.20585,1.067023,-0.620204
1536645,Fibro_Cocultured,2,Macrophages,2056,1244,7.393,3.8424,-0.110855,0.131357,5.019296,-3.243233
1537369,Adipo_Cocultured,10,Myeloid Progenitors,5218,2455,5.2894,8.6432,-0.138694,-0.05604,-3.512537,6.092446
1541968,Fibro_Cocultured,9,T Cells,2289,1446,7.2521,8.1258,-0.098731,0.400374,-6.937271,2.07167
1543602,Fibro_Cocultured,4,Macrophages,3154,1753,3.4242,2.7584,-0.124365,0.127025,1.216677,-3.073004
1545552,Adipo_Cocultured,4,Macrophages,1943,1076,3.1909,2.0587,-0.078777,0.068056,1.135571,-0.591058
1546483,Fibro_Cocultured,12,T Cells,3957,1992,5.4081,10.5636,-0.165734,0.193925,-8.449758,2.160994
1554048,Fibro_Cocultured,5,Monocytes,2839,1517,7.397,2.6066,-0.071788,0.018286,2.232991,3.3331
1554588,Fibro_Cocultured,3,Macrophages,3286,1685,3.1041,3.1041,-0.082041,0.074752,1.112039,-4.271603
1562971,Fibro_Cocultured,2,Macrophages,6119,2364,4.723,4.9845,-0.164721,0.193449,3.722984,-1.610316
1567126,Adipo_Cocultured,1,Monocytes,3385,1595,6.4106,7.8582,-0.076222,0.203837,0.840262,2.127539
1572349,Fibro_Cocultured,8,NK Cells,5139,2059,3.9696,14.2635,-0.103857,0.312931,-9.543645,-0.74769
1581639,Adipo_Cocultured,8,NK Cells,5396,2308,7.3202,11.8792,-0.147053,0.151416,-10.06419,-1.143232
1585713,Fibro_Cocultured,2,Macrophages,3310,1600,6.1027,3.716,-0.067235,0.140224,3.981026,-1.564331
1588607,Fibro_Cocultured,0,Macrophages,4544,2235,3.9393,3.059,-0.109415,0.092597,3.43758,-0.110335
1594892,Fibro_Cocultured,7,T Cells,1579,977,8.0431,10.6396,-0.064697,0.442581,-6.276223,-0.546652
1595662,Fibro_Cocultured,2,Macrophages,2483,1441,5.1953,3.7052,-0.08608,0.094537,4.033327,-2.56132
1602581,Fibro_Cocultured,1,Monocytes,5047,2104,7.2716,4.26,-0.126518,0.103592,0.471111,2.252118
1602649,Adipo_Cocultured,6,Myeloid Progenitors,3129,1663,3.2279,10.163,-0.063885,0.238344,-5.37253,4.845881
1611456,Adipo_Cocultured,1,Monocytes,4967,1986,7.2277,5.3151,-0.105877,0.322515,1.090274,1.71435
1612989,Fibro_Cocultured,0,Macrophages,4035,2006,5.5514,2.8253,-0.120112,0.12145,6.017336,-2.218803
1616474,Fibro_Cocultured,8,NK Cells,9704,3420,4.8537,10.5111,-0.158311,0.238616,-10.223894,1.102682
1620586,Fibro_Cocultured,3,Macrophages,1676,1053,12.6492,3.9976,-0.090343,0.081642,2.45426,-5.015464
1626228,Fibro_Cocultured,2,Macrophages,3392,1652,4.9528,2.8007,-0.093776,0.055142,2.61436,-1.549304
1627578,Fibro_Cocultured,1,Monocytes,4625,1927,4.9297,5.9676,-0.062214,0.143614,0.665828,-1.647817
1628024,Adipo_Cocultured,4,Macrophages,2499,1222,6.2425,4.0416,-0.029574,0.057563,2.231544,0.039817
1647190,Fibro_Cocultured,2,Macrophages,3390,1604,9.5575,3.5398,-0.066605,0.305512,4.946632,-3.69769
1651352,Adipo_Cocultured,0,Macrophages,3603,1667,6.2726,6.3281,-0.065918,0.089869,2.822975,0.80062
1656394,Adipo_Cocultured,1,Monocytes,5324,1945,8.8843,5.0338,-0.04593,0.24726,0.342608,1.46198
1657780,Adipo_Cocultured,1,Monocytes,4008,1919,6.986,7.5599,-0.128386,0.009544,0.890563,3.520859
1662778,Fibro_Cocultured,9,T Cells,4458,2131,6.0565,12.2701,-0.123474,0.441664,-7.45075,1.943299
1674896,Fibro_Cocultured,1,Monocytes,2196,1304,5.3279,2.7778,-0.108775,0.180285,1.744157,2.266452
1677311,Adipo_Cocultured,4,Macrophages,2698,1231,6.338,3.7064,-0.02646,0.109779,1.470578,-0.731038
1680274,Adipo_Cocultured,5,Monocytes,1337,855,3.8893,5.6096,-0.076163,0.105455,1.733819,3.777747
1681806,Adipo_Cocultured,0,Macrophages,2756,1287,5.7329,4.0276,-0.095024,0.181083,5.44386,-2.474917
1686896,Adipo_Cocultured,2,Macrophages,3079,1347,7.34,3.9298,-0.091145,0.268117,5.085044,-3.063819
1690261,Fibro_Cocultured,2,Macrophages,2138,1179,7.6707,5.0982,-0.117165,0.190641,3.824445,-3.397463
1692054,Fibro_Cocultured,0,Macrophages,5084,2155,5.4091,3.9536,-0.103573,0.134852,4.263604,0.681534
1707677,Fibro_Cocultured,8,NK Cells,4603,2247,5.8657,9.6893,-0.111764,0.133558,-10.295404,0.838572
1708802,Adipo_Cocultured,1,Monocytes,4666,1733,7.4796,6.4938,-0.068144,0.406646,-0.62589,0.793871
1724316,Adipo_Cocultured,6,Myeloid Progenitors,3228,1573,4.1202,4.43,-0.103935,0.131923,-1.304099,1.80057
1731362,Adipo_Cocultured,5,Monocytes,2597,1482,7.0851,4.1201,-0.063371,0.011391,2.287663,3.625297
1732515,Adipo_Cocultured,4,Macrophages,2222,1006,5.5806,2.6553,-0.094706,0.140103,0.227817,-1.602181
1734791,Fibro_Cocultured,5,Monocytes,2446,1323,3.4751,3.2706,-0.144255,0.135497,2.225981,2.682566
1734961,Adipo_Cocultured,6,Myeloid Progenitors,2928,1501,5.2937,6.6257,-0.109882,0.308912,-3.462222,3.486176
1736587,Fibro_Cocultured,11,T Cells,3934,1933,5.6431,7.092,-0.16287,0.410751,-7.44005,-0.600465
1738214,Fibro_Cocultured,0,Macrophages,4478,2076,5.8955,3.305,-0.110106,0.046406,5.887002,-1.399018
1739641,Adipo_Cocultured,10,Myeloid Progenitors,7025,2926,6.4626,12.0712,-0.14982,-0.009533,-4.104074,6.370164
1740890,Adipo_Cocultured,6,Myeloid Progenitors,3052,1673,8.945,6.1927,-0.094293,0.173681,-2.955057,4.101368
1743302,Fibro_Cocultured,2,Macrophages,5164,2193,5.732,4.299,-0.137438,0.129336,4.425137,-2.634138
1760809,Adipo_Cocultured,6,Myeloid Progenitors,3367,1816,8.2269,5.8212,-0.119765,0.285445,-5.106756,4.226885
1766410,Fibro_Cocultured,4,Macrophages,2534,1369,5.0118,2.3283,-0.037065,0.124172,2.828025,-0.167165
1774947,Fibro_Cocultured,2,Macrophages,4238,2148,5.1911,3.5158,-0.040478,0.174005,2.696254,-1.486249
1777202,Fibro_Cocultured,2,Macrophages,4652,2146,4.7936,2.644,-0.100084,0.150414,3.741307,-1.634019
1782539,Adipo_Cocultured,4,Macrophages,3807,1603,7.8277,4.7281,-0.104198,0.097155,3.315654,-1.627672
1791063,Adipo_Cocultured,5,Monocytes,1564,896,4.0921,3.9642,-0.08669,0.155272,2.443094,3.746242
1791911,Adipo_Cocultured,4,Macrophages,3792,1790,5.3797,4.3776,-0.101629,0.040544,1.566646,-0.856635
1792039,Fibro_Cocultured,4,Macrophages,2662,1454,3.6814,3.118,-0.066584,0.08502,1.869408,0.216651
1800638,Fibro_Cocultured,2,Macrophages,3539,1768,4.9732,3.0235,-0.099464,0.166937,5.212155,-2.237655
1804066,Adipo_Cocultured,4,Macrophages,1817,1024,7.4849,3.9626,-0.047395,0.238553,-5.509578,-6.535743
1805604,Fibro_Cocultured,0,Macrophages,2325,1302,7.828,2.7957,-0.086939,-0.003047,5.681131,-1.68006
1806200,Adipo_Cocultured,5,Monocytes,2888,1304,8.1025,7.3061,-0.210668,0.303989,0.475543,3.335465
1809542,Fibro_Cocultured,3,Macrophages,1573,968,4.3865,4.6408,-0.091632,0.270543,3.435069,-4.585251
1816181,Fibro_Cocultured,7,T Cells,1906,1115,8.6569,10.808,-0.116377,0.526758,-6.159467,-0.880976
1820770,Fibro_Cocultured,4,Macrophages,1683,1024,7.3678,4.7534,-0.073118,0.128548,1.927056,-0.135589
1821830,Adipo_Cocultured,2,Macrophages,2304,1245,5.599,3.3854,-0.150574,0.155248,1.834243,-1.824077
1826137,Fibro_Cocultured,3,Macrophages,6889,2882,4.9499,3.0483,-0.132644,0.031809,2.9114,-3.066782
1827894,Adipo_Cocultured,0,Macrophages,5104,2276,6.0149,4.1732,-0.165241,0.057558,3.760419,-0.798806
1829571,Adipo_Cocultured,1,Monocytes,3278,1584,6.6809,5.5522,-0.117915,0.148046,1.708626,1.264559
1831247,Fibro_Cocultured,8,NK Cells,8502,3088,4.7989,11.3738,-0.110938,-0.124582,-10.535345,0.809812
1835733,Fibro_Cocultured,4,Macrophages,2199,1288,7.6398,3.5016,-0.128516,0.10002,0.197833,-2.657045
1835878,Adipo_Cocultured,5,Monocytes,1290,753,5.814,6.8217,-0.133551,-0.169451,0.962201,6.337703
1847522,Adipo_Cocultured,1,Monocytes,2791,1291,6.8793,4.0129,-0.096367,0.226163,1.849518,0.903929
1853477,Fibro_Cocultured,2,Macrophages,5431,2232,7.6966,3.4064,-0.091098,0.026914,3.399322,-3.372542
1854026,Adipo_Cocultured,1,Monocytes,5737,1930,11.3823,5.0375,-0.068241,0.326344,-0.439896,1.904234
1858888,Adipo_Cocultured,4,Macrophages,4730,1846,2.0719,0.9725,-0.045046,0.020204,0.034534,6.553565
1864655,Adipo_Cocultured,1,Monocytes,5442,1956,7.1481,3.2709,-0.062853,0.261413,-0.35225,-0.310173
1865826,Fibro_Cocultured,3,Macrophages,2364,1523,6.9797,2.5381,-0.198907,0.028211,1.132075,-4.026125
1867002,Fibro_Cocultured,0,Macrophages,3475,1773,4.8633,2.3022,-0.088773,0.119446,3.864541,-0.771754
1870399,Fibro_Cocultured,15,Mast Cells,1577,1018,4.2486,3.9315,-0.091864,0.147269,-10.313593,5.535803
1880878,Adipo_Cocultured,4,Macrophages,2340,1353,2.9915,5.3846,-0.090285,0.106462,1.481307,-1.735613
1881414,Fibro_Cocultured,3,Macrophages,3417,1831,4.2728,3.1314,-0.104543,0.121789,2.201111,-4.00217
1882771,Adipo_Cocultured,1,Monocytes,4066,1600,9.149,4.3778,-0.147204,0.217224,-0.312175,0.698185
1894311,Fibro_Cocultured,3,Macrophages,2545,1499,7.112,2.5147,-0.057954,0.109488,3.745757,-4.318355
1896666,Fibro_Cocultured,2,Macrophages,2530,1466,8.2213,3.4783,-0.083057,0.148664,4.726444,-4.230894
1898331,Adipo_Cocultured,6,Myeloid Progenitors,5902,2506,6.4893,3.2701,-0.110985,0.046899,-5.715131,3.43369
