Cell,SampleID,seurat_clusters,CellType1,nCount_RNA,nFeature_RNA,percent.mt,percent.rb,FibroblastScore1,FibroblastScoreFull,umap_1,umap_2
24113746,Adipo_Cocultured,13,Neutrophils,2164,1023,6.3309,2.3105,-0.126166,0.088558,-0.969853,7.321858
24121352,Adipo_Cocultured,4,Macrophages,2410,1080,6.2241,3.9419,-0.014926,0.370758,0.596357,0.321956
24126907,Fibro_Cocultured,2,Macrophages,2684,1618,8.0104,3.2042,-0.110783,0.107856,4.262246,-4.599249
24127166,Fibro_Cocultured,4,Macrophages,1697,983,13.4355,2.2392,-0.075931,0.208475,1.153528,-2.413813
24130455,Fibro_Cocultured,2,Macrophages,7029,2729,7.9243,2.4755,-0.148965,0.164272,3.265463,-2.41118
24139113,Adipo_Cocultured,5,Monocytes,2460,1227,6.9919,4.7967,-0.113502,0.34036,0.985042,6.416483
24143061,Fibro_Cocultured,12,T Cells,2941,1586,7.5485,8.4325,-0.121479,0.536635,-7.261926,0.932172
24143165,Adipo_Cocultured,5,Monocytes,2187,1245,7.1331,6.6301,-0.096645,0.065524,1.253706,3.559851
24153602,Adipo_Cocultured,0,Macrophages,2223,1246,6.2078,6.0729,-0.115349,0.021889,4.135552,0.657917
24154220,Fibro_Cocultured,2,Macrophages,3156,1689,4.0875,3.327,-0.071778,0.233018,2.189913,-3.285745
24154362,Adipo_Cocultured,0,Macrophages,4034,1761,5.3793,4.0902,-0.08983,0.175081,3.581419,-1.161959
24161158,Adipo_Cocultured,1,Monocytes,4540,1830,6.674,4.0308,-0.128606,0.394143,1.087021,2.004148
24161404,Adipo_Cocultured,5,Monocytes,1478,900,5.6157,4.7361,-0.110471,0.090888,1.98479,4.428453
24166096,Fibro_Cocultured,3,Macrophages,3437,1949,5.6154,3.4623,-0.15556,0.013388,0.575801,-4.234476
24172481,Fibro_Cocultured,3,Macrophages,2978,1661,4.4325,3.1229,-0.136787,0.223747,3.011798,-4.746609
24177418,Adipo_Cocultured,6,Myeloid Progenitors,3561,1766,5.9815,7.3575,-0.098363,-0.038819,-0.393865,2.911841
24180308,Fibro_Cocultured,2,Macrophages,4666,2068,6.0866,2.9147,-0.130584,0.164774,2.520592,-1.296524
24182989,Adipo_Cocultured,1,Monocytes,3393,1380,8.0165,3.0357,-0.07826,0.420221,-0.363695,-0.142601
24184782,Adipo_Cocultured,5,Monocytes,2316,1163,7.9016,8.247,-0.088339,0.214784,0.715276,4.395223
24186873,Fibro_Cocultured,7,T Cells,1835,1147,8.5559,13.3515,-0.150777,0.230233,-6.826601,-1.099063
24188458,Fibro_Cocultured,7,T Cells,1487,950,8.4734,6.5905,-0.106381,0.499722,-7.335208,-0.081348
24191275,Fibro_Cocultured,4,Macrophages,2109,1273,4.4097,3.651,-0.107905,0.170292,1.312546,-1.399625
24198393,Fibro_Cocultured,9,T Cells,2548,1415,7.0251,13.3046,-0.088964,0.341298,-6.690537,1.111913
24199892,Fibro_Cocultured,2,Macrophages,3196,1570,4.224,2.2841,-0.148459,0.169142,4.776295,-2.748329
24200631,Adipo_Cocultured,1,Monocytes,5271,2153,8.3096,6.8298,-0.177084,0.20456,-0.638547,2.401885
24202222,Adipo_Cocultured,4,Macrophages,4310,1759,4.9884,3.1787,-0.129853,0.155744,1.182858,-2.955448
24203489,Fibro_Cocultured,2,Macrophages,8259,2713,6.6231,4.9764,-0.192548,0.339193,3.752602,-1.609429
24203902,Adipo_Cocultured,2,Macrophages,3693,1781,3.4931,3.2765,-0.150768,0.034948,2.777718,-2.824004
24206009,Adipo_Cocultured,5,Monocytes,1383,746,9.7614,8.6045,-0.120007,0.091929,0.835852,6.6752
24208687,Adipo_Cocultured,1,Monocytes,4560,1786,7.1272,4.4079,-0.115254,0.154514,-0.199197,-0.553034
24209700,Fibro_Cocultured,7,T Cells,1955,1156,7.0077,14.2199,-0.048047,0.41819,-6.481943,-0.853155
24214895,Adipo_Cocultured,1,Monocytes,2894,1314,8.6386,6.8072,-0.162113,0.367764,1.234468,1.984073
24222466,Fibro_Cocultured,8,NK Cells,4455,2165,6.3075,10.6173,-0.14396,0.261762,-9.240662,0.214398
24232522,Fibro_Cocultured,2,Macrophages,3810,1734,4.5407,3.3071,-0.136668,0.227132,2.480815,-3.073023
24233427,Fibro_Cocultured,3,Macrophages,3347,1693,5.6468,2.9878,-0.151893,0.046683,2.322479,-3.666613
24236664,Adipo_Cocultured,4,Macrophages,1743,989,5.393,3.9013,-0.079021,0.089954,2.04895,-2.143901
24240449,Fibro_Cocultured,8,NK Cells,3184,1473,8.951,12.1545,-0.14511,-0.017217,-10.170505,-1.911343
24241930,Fibro_Cocultured,2,Macrophages,5174,2061,7.5763,3.3243,-0.133181,0.214286,3.822397,-2.695713
24248923,Adipo_Cocultured,1,Monocytes,3238,1409,6.1458,5.6208,-0.110297,0.10279,-0.392904,0.935123
24249219,Adipo_Cocultured,3,Macrophages,2355,1073,4.4586,1.7834,-0.046539,0.263399,1.233008,-3.265511
24253722,Fibro_Cocultured,8,NK Cells,2567,1279,11.2972,10.3233,-0.03668,-0.013141,-9.75426,-1.803601
24253957,Fibro_Cocultured,0,Macrophages,2746,1519,6.118,3.7145,-0.135344,0.102017,5.480413,-2.402667
24258241,Fibro_Cocultured,2,Macrophages,2061,1262,6.5987,1.4071,-0.081449,0.140204,4.680222,-2.61471
24263620,Fibro_Cocultured,0,Macrophages,2794,1526,5.5476,3.1496,-0.132404,-0.114366,5.65481,-2.052089
24263718,Fibro_Cocultured,0,Macrophages,5435,2329,5.9246,3.0543,-0.109103,0.105725,3.268206,-1.08072
24266152,Fibro_Cocultured,2,Macrophages,3842,1815,5.6481,3.1494,-0.123096,0.104116,3.237739,-0.533448
24281977,Adipo_Cocultured,0,Macrophages,1635,917,3.5474,9.2966,-0.091574,0.408959,1.382748,0.583986
24285404,Adipo_Cocultured,0,Macrophages,2314,1107,5.6612,4.4512,-0.047075,0.169817,3.343144,-0.63992
24288700,Adipo_Cocultured,1,Monocytes,3452,1629,5.1564,9.2121,-0.056398,0.331587,-0.512428,1.406601
24293799,Fibro_Cocultured,0,Macrophages,3211,1693,5.5434,3.3323,-0.137771,0.02616,4.20838,-1.643484
24293990,Fibro_Cocultured,9,T Cells,3721,1911,3.7356,11.7173,-0.132362,0.320324,-7.391651,2.530328
24295203,Fibro_Cocultured,12,T Cells,4236,1825,11.8036,13.881,-0.116688,0.322208,-8.189353,0.485312
24305596,Adipo_Cocultured,4,Macrophages,2999,1503,4.7016,2.6009,-0.087771,0.06268,3.105106,0.57046
24306653,Adipo_Cocultured,0,Macrophages,5265,2035,6.5337,6.3248,-0.140807,0.172694,0.370249,6.059558
24308003,Adipo_Cocultured,1,Monocytes,1891,1132,5.9757,3.2258,-0.031454,0.697781,0.979256,1.353309
24310753,Fibro_Cocultured,4,Macrophages,3082,1595,4.4452,2.9202,-0.084322,0.26786,0.806344,-1.749956
24319663,Fibro_Cocultured,8,NK Cells,6762,2467,5.4422,11.6829,-0.203748,0.042496,-11.4414,-0.695861
24324182,Adipo_Cocultured,14,Dendritic Cells,1408,812,10.8665,5.7528,-0.143599,0.006913,-6.007917,-6.931568
24326015,Fibro_Cocultured,4,Macrophages,3573,1802,6.0733,3.3025,-0.078787,0.159295,2.206539,-0.560138
24332003,Fibro_Cocultured,1,Monocytes,6893,2487,8.1532,3.3222,-0.146113,0.141143,1.264304,1.78097
24334158,Fibro_Cocultured,8,NK Cells,3237,1677,9.0207,9.2678,-0.126543,0.034111,-8.701673,-1.895452
24336665,Fibro_Cocultured,4,Macrophages,3017,1570,4.6072,2.3533,-0.068854,0.243862,0.37775,-1.783882
24340098,Adipo_Cocultured,0,Macrophages,5480,2116,5.5474,4.1241,-0.135507,0.169347,5.151061,-1.373047
24341865,Adipo_Cocultured,1,Monocytes,5245,2013,8.8847,5.4528,-0.123319,0.281904,-0.393534,1.082167
24344042,Fibro_Cocultured,4,Macrophages,2944,1637,4.6875,2.4796,-0.138117,0.147699,1.316298,-0.850703
24350398,Adipo_Cocultured,1,Monocytes,3449,1549,4.784,3.7692,-0.113005,0.218145,1.792441,0.692359
24350656,Fibro_Cocultured,7,T Cells,3336,1483,7.9736,12.8597,-0.05325,0.410447,-6.784369,-0.185838
24351226,Adipo_Cocultured,4,Macrophages,3581,1556,6.5345,4.1329,-0.065552,0.087661,1.882898,-0.355763
24356442,Fibro_Cocultured,0,Macrophages,2783,1486,8.4082,3.2699,-0.113611,0.26702,4.601067,-0.545205
24360448,Fibro_Cocultured,0,Macrophages,2440,1374,3.9344,4.0164,-0.097829,0.149683,3.526625,1.161007
24361239,Fibro_Cocultured,2,Macrophages,5424,2081,7.0428,2.7839,-0.135536,0.188398,2.507788,-0.851266
24362678,Adipo_Cocultured,6,Myeloid Progenitors,4263,1970,7.225,6.1694,-0.212294,0.241091,-4.179654,4.912632
24371245,Fibro_Cocultured,5,Monocytes,3284,1735,4.7808,6.6078,-0.059208,0.040598,0.483568,4.47263
24373661,Fibro_Cocultured,8,NK Cells,5603,2295,6.5144,9.4414,-0.114933,0.286468,-9.347646,-1.570124
24380463,Adipo_Cocultured,5,Monocytes,1878,1010,7.9872,8.5729,-0.134017,0.042316,0.798472,4.783449
24386088,Fibro_Cocultured,5,Monocytes,2528,1372,7.5949,4.5886,-0.149352,0.19213,1.732967,3.727057
24386150,Adipo_Cocultured,0,Macrophages,4445,1848,6.9291,5.0169,-0.061852,0.071415,4.009413,0.26103
24387824,Fibro_Cocultured,3,Macrophages,5221,2377,5.8226,3.6391,-0.078633,0.200575,2.135922,-4.543481
24395284,Fibro_Cocultured,8,NK Cells,1385,997,5.4152,2.5271,-0.059862,-0.001919,-10.680408,0.826087
24396021,Fibro_Cocultured,7,T Cells,1306,802,7.5804,11.7917,-0.071283,0.562398,-7.55184,-1.347356
24401376,Fibro_Cocultured,0,Macrophages,3632,1784,4.5705,3.4967,-0.119568,0.145467,3.444217,-0.490719
24403829,Adipo_Cocultured,9,T Cells,2951,1667,6.6757,11.8943,-0.127259,0.235411,-6.911425,1.74013
24406069,Adipo_Cocultured,1,Monocytes,1899,995,7.267,4.1074,-0.138439,0.194891,2.270947,2.434763
24409973,Adipo_Cocultured,1,Monocytes,4931,2041,9.6329,5.3133,-0.118665,0.274415,-5.555511,-0.593957
24410772,Adipo_Cocultured,1,Monocytes,1981,927,8.4806,4.947,-0.05312,0.116716,0.084073,-0.695136
24412738,Adipo_Cocultured,4,Macrophages,2202,1229,3.8147,4.178,-0.098883,0.337762,1.339171,-0.439575
24413635,Fibro_Cocultured,2,Macrophages,4131,2046,7.7705,2.9291,-0.087142,0.163742,3.855732,-3.115669
24418353,Fibro_Cocultured,0,Macrophages,5692,2432,4.6381,4.4624,-0.11379,0.128135,3.011728,-0.314012
24419969,Fibro_Cocultured,0,Macrophages,4703,2151,4.529,3.4021,-0.155994,0.023005,2.657161,-0.569974
24421901,Adipo_Cocultured,3,Macrophages,7109,2248,6.6113,3.8543,-0.132132,0.296247,2.988532,-4.112656
24431646,Fibro_Cocultured,0,Macrophages,2595,1490,3.8921,2.9672,-0.135235,0.012596,3.480903,-1.969155
24434723,Adipo_Cocultured,1,Monocytes,4970,1931,7.2233,5.7545,-0.154479,0.394302,1.621101,1.574433
24438617,Adipo_Cocultured,11,T Cells,5430,2100,7.2744,7.0534,-0.135396,0.222507,-5.235994,-0.872733
24440245,Fibro_Cocultured,5,Monocytes,2447,1372,5.6396,2.7789,-0.166364,0.151567,2.659128,3.52548
24447688,Adipo_Cocultured,1,Monocytes,6837,2055,7.7812,3.8028,-0.109604,0.234584,-0.462949,-0.232428
24449302,Adipo_Cocultured,4,Macrophages,2362,1296,2.6249,4.0644,-0.109224,0.259724,-0.11161,-2.512521
24451054,Adipo_Cocultured,1,Monocytes,3290,1481,8.2067,6.1094,-0.123515,0.026935,-0.969357,1.120249
24452037,Fibro_Cocultured,3,Macrophages,2721,1511,5.9169,4.4469,-0.086926,0.10792,1.998291,-4.62233
24454873,Fibro_Cocultured,9,T Cells,3206,1796,5.9576,7.9538,-0.11162,0.455835,-6.829656,2.440509
24460589,Adipo_Cocultured,2,Macrophages,3614,1605,4.8976,3.1821,-0.093502,0.200895,2.083353,-1.37464
24462015,Fibro_Cocultured,12,T Cells,6622,2726,6.9012,13.138,-0.080615,0.297225,-8.029594,2.517069
24462451,Fibro_Cocultured,11,T Cells,3969,2049,6.7775,6.9035,-0.14031,0.475204,-7.304473,-0.935965
24470411,Adipo_Cocultured,1,Monocytes,2775,1437,7.9279,6.1261,-0.052077,0.49613,1.338873,2.627279
24473373,Adipo_Cocultured,1,Monocytes,3175,1573,5.7008,6.4567,-0.089255,0.204514,-0.234651,2.66961
24477748,Fibro_Cocultured,9,T Cells,3476,1780,7.9114,9.8677,-0.099654,0.41747,-6.327267,2.697269
24478817,Adipo_Cocultured,6,Myeloid Progenitors,2332,1420,3.988,5.4889,-0.114054,0.46823,-4.73392,3.988298
24479295,Adipo_Cocultured,5,Monocytes,3729,1652,8.2864,5.1488,-0.176369,0.143042,1.650208,3.079633
24480981,Adipo_Cocultured,1,Monocytes,2231,1210,7.0372,9.7266,-0.085872,0.03963,-0.84837,2.229379
24481100,Adipo_Cocultured,1,Monocytes,2329,1337,6.4835,6.3976,-0.045887,0.144309,-0.744872,2.021265
24482056,Fibro_Cocultured,3,Macrophages,2942,1812,3.8069,3.3651,-0.163783,0.067017,0.645854,-4.401326
24482417,Adipo_Cocultured,5,Monocytes,3181,1553,5.0613,4.2439,-0.068893,0.091268,3.437297,-0.889339
24488296,Fibro_Cocultured,1,Monocytes,4145,1803,4.8733,4.608,-0.17171,0.252232,1.056501,2.536226
24499365,Fibro_Cocultured,4,Macrophages,4419,1983,8.3729,2.1272,-0.07762,0.066738,1.828919,-2.850526
24501944,Fibro_Cocultured,0,Macrophages,3220,1551,5.4348,2.8571,-0.126092,0.184973,5.007204,-0.350627
24503699,Fibro_Cocultured,14,Dendritic Cells,2886,1420,7.623,3.6729,-0.102955,0.125151,-5.760097,-6.685686
24503809,Fibro_Cocultured,12,T Cells,2876,1445,7.0932,7.7191,-0.154123,0.475776,-7.792885,0.168087
24525857,Fibro_Cocultured,5,Monocytes,2557,1431,6.492,3.0896,-0.146393,0.18912,2.725595,2.869203
24528063,Adipo_Cocultured,10,Myeloid Progenitors,2121,1152,6.9778,1.5559,-0.179005,0.061175,-2.476334,7.847837
24534423,Adipo_Cocultured,1,Monocytes,4223,1832,7.0803,4.4518,-0.092905,0.312898,-0.781653,1.504829
24542664,Fibro_Cocultured,2,Macrophages,4429,2193,4.3802,3.0707,-0.117751,0.160279,4.758674,-3.015615
24545729,Fibro_Cocultured,2,Macrophages,6707,2561,6.9927,3.2951,-0.128174,0.133426,3.198957,-2.037812
24548678,Fibro_Cocultured,4,Macrophages,1823,1143,5.9792,3.6204,-0.146928,0.11204,1.362373,-1.711239
24553022,Fibro_Cocultured,0,Macrophages,2635,1452,6.7932,2.7324,-0.090038,0.12027,4.184149,-3.102478
24561128,Adipo_Cocultured,1,Monocytes,2634,1361,7.7449,5.3531,-0.116765,0.40491,1.234348,3.295089
24567291,Fibro_Cocultured,3,Macrophages,5530,2345,4.774,3.0018,-0.092858,0.130206,2.452768,-3.892767
24568665,Fibro_Cocultured,3,Macrophages,4035,1990,5.824,2.8005,-0.177723,0.311667,1.421004,-3.983806
24572262,Adipo_Cocultured,6,Myeloid Progenitors,7374,3033,7.0111,10.32,-0.198508,0.086236,-5.049588,4.738862
24572706,Adipo_Cocultured,2,Macrophages,3451,1492,2.521,3.2165,-0.059798,0.074839,3.584317,-1.759661
24573355,Fibro_Cocultured,9,T Cells,3704,1968,6.9114,9.2063,-0.175395,0.285864,-6.312149,1.815253
24573365,Adipo_Cocultured,6,Myeloid Progenitors,7621,3106,5.7998,10.1037,-0.152768,0.150435,-4.766817,5.159462
24584312,Fibro_Cocultured,8,NK Cells,1952,1190,7.4795,10.3996,-0.07989,0.186692,-9.118191,-0.613498
24590453,Fibro_Cocultured,4,Macrophages,4808,2358,5.9692,3.0782,-0.14141,0.059406,1.917581,-0.905216
24593914,Fibro_Cocultured,0,Macrophages,3381,1697,4.9985,2.869,-0.098192,0.053145,3.83255,-2.237922
24594731,Adipo_Cocultured,6,Myeloid Progenitors,6587,2883,5.7689,9.2303,-0.13172,0.020906,-3.372557,5.193146
24595728,Adipo_Cocultured,6,Myeloid Progenitors,8191,3238,7.5327,13.0387,-0.100482,0.120687,-4.49908,4.695627
24599069,Fibro_Cocultured,7,T Cells,1715,1057,6.9971,6.414,-0.059497,0.739956,-6.625241,-1.017083
24602371,Fibro_Cocultured,0,Macrophages,4268,2079,7.8257,3.1865,-0.137133,0.09285,3.443462,-0.141938
24605718,Fibro_Cocultured,2,Macrophages,5815,2380,7.8418,2.8031,-0.116543,0.221296,2.02378,-2.48229
24606293,Fibro_Cocultured,4,Macrophages,4038,1958,5.473,2.526,-0.162222,0.152604,1.325694,-1.297207
24606518,Adipo_Cocultured,1,Monocytes,4314,1688,7.2554,4.2188,-0.10483,0.215957,-0.088011,-0.605482
24607661,Adipo_Cocultured,2,Macrophages,3155,1496,7.6704,2.7258,-0.109722,0.081878,4.893367,-3.908572
24607804,Adipo_Cocultured,0,Macrophages,3140,1490,7.3248,3.0892,-0.099852,0.222748,3.122393,-0.363013
24618048,Adipo_Cocultured,1,Monocytes,3664,1636,8.5426,6.1681,-0.143783,-0.05799,0.666962,2.449323
24618106,Adipo_Cocultured,1,Monocytes,2085,1151,5.4676,5.036,-0.103729,0.028067,2.400332,1.893264
24619194,Adipo_Cocultured,1,Monocytes,2030,1050,3.8424,4.2857,-0.065992,0.169248,-0.372011,1.855064
24619211,Adipo_Cocultured,0,Macrophages,2129,1173,6.5289,3.4758,-0.107344,0.582076,4.551483,-2.61542
24621796,Adipo_Cocultured,1,Monocytes,2797,1280,6.9003,6.5427,-0.066957,0.128415,0.268624,0.707031
24624955,Fibro_Cocultured,9,T Cells,3153,1746,5.9309,9.8636,-0.134185,0.367872,-6.558309,1.069007
24626118,Adipo_Cocultured,3,Macrophages,5246,1965,10.1601,3.9649,-0.167219,0.139916,2.294167,-3.663599
24627994,Fibro_Cocultured,0,Macrophages,3004,1645,3.7949,2.5965,-0.070951,0.077512,3.953414,-0.8743
24652217,Fibro_Cocultured,4,Macrophages,3075,1440,8.4553,2.374,-0.093391,0.19352,-0.325501,-1.469647
24657567,Fibro_Cocultured,1,Monocytes,4941,1970,8.4396,4.6752,-0.128016,0.164008,0.576519,2.76613
24661864,Adipo_Cocultured,1,Monocytes,3476,1459,7.1634,4.2002,-0.059017,0.135392,0.778036,-0.932049
24661944,Fibro_Cocultured,2,Macrophages,4203,1991,6.8522,3.5689,-0.119774,0.197658,2.413543,-2.75776
24662166,Fibro_Cocultured,2,Macrophages,3548,1845,4.6505,3.0722,-0.073697,0.104496,4.304562,-2.965422
24666153,Fibro_Cocultured,0,Macrophages,4429,1995,4.7415,2.4836,-0.092321,0.030329,5.378093,-1.258102
24666875,Fibro_Cocultured,0,Macrophages,5515,2065,7.0354,2.3753,-0.104029,0.204332,2.667768,-0.399051
24669892,Adipo_Cocultured,11,T Cells,5951,2407,6.4863,6.2679,-0.176412,0.197144,-7.537887,-0.286952
24675894,Adipo_Cocultured,0,Macrophages,2254,1191,4.8802,3.5492,-0.063332,0.203557,5.649252,-2.320555
24676578,Adipo_Cocultured,4,Macrophages,2704,1434,4.4009,3.4393,-0.082299,0.143802,2.305395,-1.215675
24681085,Adipo_Cocultured,5,Monocytes,1580,901,7.0886,3.8608,-0.137571,-0.014757,2.93386,3.821591
24681504,Fibro_Cocultured,5,Monocytes,4811,2079,13.968,1.9954,-0.065117,0.162248,0.070198,6.481374
24682212,Fibro_Cocultured,4,Macrophages,3289,1773,4.8343,3.4357,-0.156687,0.105032,1.261091,-2.953721
24687790,Fibro_Cocultured,2,Macrophages,7208,2677,6.035,4.2869,-0.087327,0.176547,4.931348,-1.951159
24691356,Adipo_Cocultured,5,Monocytes,2194,1241,5.515,4.6946,-0.097031,-0.221211,1.861444,4.814615
24694007,Adipo_Cocultured,1,Monocytes,4428,1818,6.5492,3.8392,-0.120396,0.160722,0.657256,0.655396
24699714,Adipo_Cocultured,3,Macrophages,2343,1197,7.9385,1.4938,-0.083356,0.083227,0.048859,-3.725179
24700788,Adipo_Cocultured,0,Macrophages,3965,1750,6.4061,3.884,-0.075646,0.033418,5.441579,-1.818582
24704994,Fibro_Cocultured,12,T Cells,3802,1925,7.2856,9.495,-0.05922,0.405033,-7.584178,3.145793
24710693,Adipo_Cocultured,1,Monocytes,2294,1191,5.231,3.4002,-0.105912,0.174599,0.533355,3.159938
24713001,Fibro_Cocultured,4,Macrophages,3835,1867,5.163,3.7288,-0.134433,0.069395,1.696796,-2.365053
24718836,Fibro_Cocultured,2,Macrophages,3739,1857,2.5943,4.4129,-0.108204,0.239201,3.811536,-1.415471
24720401,Adipo_Cocultured,1,Monocytes,1977,1032,6.8285,8.4977,-0.08009,0.210868,-0.0367,1.282355
24720992,Fibro_Cocultured,3,Macrophages,3057,1677,8.963,3.3366,-0.089979,0.227859,2.64151,-4.387931
24726680,Fibro_Cocultured,6,Myeloid Progenitors,8436,3196,9.0209,10.1826,-0.155441,0.110647,-9.345616,0.696262
24726990,Adipo_Cocultured,4,Macrophages,2813,1318,5.5812,3.6971,-0.105923,0.393926,0.846527,0.413218
24732672,Adipo_Cocultured,6,Myeloid Progenitors,5161,2184,4.8246,5.7935,-0.153982,0.165325,-1.968094,2.904895
24739510,Adipo_Cocultured,4,Macrophages,4299,1777,8.0019,4.9779,-0.087703,0.148445,1.574307,-3.340185
24744839,Adipo_Cocultured,6,Myeloid Progenitors,5865,2696,5.8142,7.8431,-0.179017,0.06593,-3.301202,3.978341
24755977,Fibro_Cocultured,12,T Cells,3161,1610,6.4537,11.547,-0.117513,0.569218,-8.649936,1.01736
24757002,Fibro_Cocultured,3,Macrophages,2499,1458,7.563,3.7615,-0.101746,0.167279,3.166473,-4.512293
24763025,Fibro_Cocultured,0,Macrophages,3837,1966,6.0985,2.7626,-0.10973,0.010674,5.408494,-1.077048
24767353,Fibro_Cocultured,0,Macrophages,4334,1991,6.8759,3.8302,-0.123359,0.064642,3.067086,-0.199554
24773376,Adipo_Cocultured,5,Monocytes,2970,1554,6.734,6.8687,-0.168228,0.303181,-0.240818,3.675566
24775475,Adipo_Cocultured,4,Macrophages,1699,898,4.6498,3.6492,-0.099638,0.380038,0.272643,-2.538567
24775805,Adipo_Cocultured,2,Macrophages,5083,2086,4.0527,3.6986,-0.105719,0.20329,2.467274,-2.304214
24786435,Fibro_Cocultured,2,Macrophages,2622,1503,3.8139,4.2334,-0.128081,0.103218,3.73656,-3.602213
24786499,Fibro_Cocultured,3,Macrophages,3019,1725,5.1342,3.0805,-0.088322,0.210899,2.863182,-4.385869
24787212,Adipo_Cocultured,1,Monocytes,3330,1694,7.1171,5.2252,-0.139974,0.140263,-0.726421,2.320538
24787227,Adipo_Cocultured,0,Macrophages,4525,1865,4.9724,5.7238,-0.124323,0.015227,2.199828,0.760863
24802535,Fibro_Cocultured,7,T Cells,2161,1161,6.4322,12.957,-0.090432,0.378965,-6.746707,-0.762803
24805577,Fibro_Cocultured,2,Macrophages,3921,2049,2.9329,3.0604,-0.103551,0.140816,4.009658,-3.781339
24818613,Adipo_Cocultured,1,Monocytes,2914,1469,4.221,4.5299,-0.06234,0.133605,-0.1644,0.374535
24819113,Adipo_Cocultured,1,Monocytes,3407,1646,9.3924,4.2266,-0.120574,0.276742,1.755209,1.642651
24820942,Adipo_Cocultured,5,Monocytes,2741,1338,7.0777,6.8953,-0.087773,0.057472,0.335367,5.547455
24824345,Adipo_Cocultured,2,Macrophages,5341,2187,6.8152,5.2237,-0.080056,0.070536,3.596142,-1.951865
24834915,Fibro_Cocultured,9,T Cells,4207,2025,8.676,8.1293,-0.072903,0.068389,-7.144046,3.217702
24839182,Fibro_Cocultured,3,Macrophages,1943,1117,6.5363,3.3453,-0.092496,0.239214,1.2279,-3.100146
24843036,Adipo_Cocultured,5,Monocytes,1834,1059,4.4166,5.9433,-0.080842,0.087605,2.982002,2.35099
24853091,Adipo_Cocultured,1,Monocytes,4544,1659,7.3724,6.272,-0.152086,0.122179,-0.124702,1.611981
24854976,Fibro_Cocultured,7,T Cells,2881,1735,7.3238,7.0462,-0.096663,0.531314,-7.193635,-0.201406
24855076,Adipo_Cocultured,1,Monocytes,4629,1862,7.4314,4.6878,-0.089635,0.471852,1.731059,1.764344
24860317,Fibro_Cocultured,7,T Cells,1639,940,9.0909,10.7383,-0.108985,0.547307,-6.088974,-0.786258
24865025,Adipo_Cocultured,14,Dendritic Cells,1968,1152,5.437,7.7744,-0.135206,0.09106,-5.949559,-6.771115
24871421,Fibro_Cocultured,11,T Cells,2890,1765,3.0796,5.8824,-0.084307,0.222821,0.041737,-4.108607
24872000,Adipo_Cocultured,1,Monocytes,3464,1546,6.2356,6.149,-0.06807,0.14658,-0.709115,1.409517
24885723,Adipo_Cocultured,1,Monocytes,2966,1232,7.1814,5.6642,-0.041271,0.197435,-0.01221,0.343446
24888181,Adipo_Cocultured,1,Monocytes,5690,2029,10.5097,5.6063,-0.127725,0.399929,0.069108,-0.27553
24890907,Adipo_Cocultured,13,Neutrophils,1564,809,6.3299,2.046,-0.133863,0.271993,0.40615,7.260451
24893893,Adipo_Cocultured,1,Monocytes,6214,2537,7.6601,5.8577,-0.131575,0.29041,0.884391,2.666042
24897074,Adipo_Cocultured,2,Macrophages,4571,1989,5.513,3.0847,-0.13641,0.121725,3.591674,-1.618484
24899699,Fibro_Cocultured,2,Macrophages,4664,2186,5.8533,2.4228,-0.097301,0.113557,3.287231,-2.800067
24908166,Fibro_Cocultured,2,Macrophages,3261,1716,5.0598,3.1892,-0.077438,0.216704,4.401277,-2.461598
24911745,Fibro_Cocultured,7,T Cells,1584,1030,8.2702,10.101,-0.11881,0.449967,-6.028886,-0.75176
24913077,Adipo_Cocultured,13,Neutrophils,1355,746,7.5277,1.5498,-0.125721,0.156618,0.713053,6.750345
24918430,Fibro_Cocultured,5,Monocytes,1760,1099,3.5795,2.1023,-0.137208,0.166075,2.505812,3.517924
24919306,Fibro_Cocultured,4,Macrophages,3208,1604,4.8317,2.6496,-0.127819,0.153397,2.253073,0.289657
24920150,Fibro_Cocultured,0,Macrophages,3267,1605,8.4481,2.3569,-0.146186,0.225538,4.887915,-1.011232
24922557,Fibro_Cocultured,3,Macrophages,4165,1959,5.4502,3.1453,-0.133162,0.216181,1.200542,-4.036083
24923807,Adipo_Cocultured,4,Macrophages,6403,2421,5.0914,4.4042,-0.081176,0.111344,3.303327,-1.939769
24925539,Fibro_Cocultured,8,NK Cells,4603,2142,5.9961,11.2318,-0.062273,0.131189,-11.155545,-1.72939
24925972,Fibro_Cocultured,9,T Cells,2608,1506,8.8574,6.7101,-0.135011,0.458314,-7.091555,2.043985
24932314,Fibro_Cocultured,0,Macrophages,3697,1730,7.2762,5.518,-0.078487,0.091961,4.316903,-0.42582
24934138,Adipo_Cocultured,5,Monocytes,1781,1029,13.1948,1.9652,-0.162683,0.044566,0.781799,6.072197
24934383,Adipo_Cocultured,5,Monocytes,1329,833,8.7284,7.5997,-0.116946,0.009592,1.118515,4.880397
24940540,Adipo_Cocultured,13,Neutrophils,1315,643,3.4981,1.9772,-0.113544,0.123623,0.41475,7.248722
24944862,Fibro_Cocultured,9,T Cells,3739,1903,6.6595,9.8689,-0.099703,0.335298,-6.618707,1.256917
24946520,Adipo_Cocultured,1,Monocytes,7088,2483,7.4069,4.5711,-0.094022,0.452962,-0.600904,0.440219
