Cell,umap_1,umap_2,CellType1,colour
49461902,1.132217,-3.321213,Macrophages,#f08592
49468037,3.294555,-2.175801,Macrophages,#f08592
49494664,0.741242,1.303508,Monocytes,#9897df
49496081,-6.461092,1.365055,T Cells,#f6d100
49500335,-6.283747,2.899388,T Cells,#f6d100
49502215,4.914673,-3.335776,Macrophages,#f08592
49507407,0.217403,-1.897747,Macrophages,#f08592
49512704,3.654696,-2.769637,Macrophages,#f08592
49513451,2.58923,-4.936061,Macrophages,#f08592
49514095,0.261062,2.962353,Monocytes,#9897df
49520764,-4.704593,4.778524,Myeloid Progenitors,#004583
49536959,4.602265,-4.224932,Macrophages,#f08592
49546016,-9.984003,-1.828584,NK Cells,#8a001b
49546960,0.613613,4.491367,Monocytes,#9897df
49549588,1.073394,5.848265,Monocytes,#9897df
49556428,2.232334,-1.930906,Macrophages,#f08592
49557494,-0.451307,3.591957,Monocytes,#9897df
49564681,1.747389,3.67206,Monocytes,#9897df
49564952,1.713806,5.540994,Monocytes,#9897df
49572560,0.767978,-2.847549,Macrophages,#f08592
49574906,5.07033,-2.495101,Macrophages,#f08592
49577060,0.047989,-4.157503,Macrophages,#f08592
49578707,0.159277,2.268334,Monocytes,#9897df
49581276,5.764925,-2.34237,Macrophages,#f08592
49583353,0.314227,1.232671,Monocytes,#9897df
49587397,1.954675,-4.214633,Macrophages,#f08592
49592709,3.124493,0.407378,Macrophages,#f08592
49594378,-4.461122,4.03315,Myeloid Progenitors,#004583
49599077,4.568663,-2.634699,Macrophages,#f08592
49602748,1.410676,3.128884,Monocytes,#9897df
49606506,-0.485004,2.594992,Monocytes,#9897df
49606610,2.07181,-4.252082,Macrophages,#f08592
49607277,3.227805,0.665273,Monocytes,#9897df
49630113,-7.649926,0.402147,T Cells,#f6d100
49631703,1.993395,-0.099827,Macrophages,#f08592
49631956,3.27736,-2.719632,Macrophages,#f08592
49632588,-5.113058,5.106126,Myeloid Progenitors,#004583
49633623,2.985352,-2.807555,Macrophages,#f08592
49640093,0.392782,2.146516,Monocytes,#9897df
49641892,-6.907741,3.125113,T Cells,#f6d100
49647916,3.61414,-0.5293,Macrophages,#f08592
49664982,-5.860037,-6.717175,Dendritic Cells,#d3bcd4
49665129,-0.194342,7.35008,Neutrophils,#c38200
49666028,1.408418,-3.339427,Macrophages,#f08592
49673869,3.961937,-0.972007,Macrophages,#f08592
49676217,3.350917,-0.630314,Monocytes,#9897df
49678660,1.473036,0.28271,Macrophages,#f08592
49679006,4.203772,0.376425,Macrophages,#f08592
49681307,5.658506,-1.769212,Macrophages,#f08592
49682349,2.510547,1.146467,Monocytes,#9897df
49686570,2.571478,3.669983,Monocytes,#9897df
49697667,2.826476,-4.831981,Macrophages,#f08592
49700404,3.106071,-1.78487,Macrophages,#f08592
49700679,-2.686725,3.729769,Myeloid Progenitors,#004583
49701896,2.921199,0.570976,Macrophages,#f08592
49707638,4.970358,-2.120929,Macrophages,#f08592
49712610,4.076195,-0.396232,Macrophages,#f08592
49712847,-6.892097,2.206532,T Cells,#f6d100
49714673,0.060252,2.133711,Monocytes,#9897df
49717470,1.941983,1.07372,Monocytes,#9897df
49721267,0.569752,-3.05952,Macrophages,#f08592
49721398,-0.231457,-0.284434,Monocytes,#9897df
49725041,5.591706,-1.670199,Macrophages,#f08592
49725821,3.764562,-3.590075,Macrophages,#f08592
49734193,4.761473,-2.585838,Macrophages,#f08592
49734547,2.465978,-3.210168,Macrophages,#f08592
49737564,2.715987,0.213343,Macrophages,#f08592
49738154,2.340423,0.573573,Macrophages,#f08592
49738308,1.391934,-4.108077,Macrophages,#f08592
49739099,1.421383,-1.504793,Macrophages,#f08592
49747441,3.270557,-1.932261,Macrophages,#f08592
49755127,2.853181,-2.844793,Macrophages,#f08592
49768583,5.894695,-1.833999,Macrophages,#f08592
49771365,5.722983,-2.68905,Macrophages,#f08592
49774063,4.136629,0.069066,Macrophages,#f08592
49776368,2.859332,-2.696951,Macrophages,#f08592
49776406,0.908074,1.800142,Monocytes,#9897df
49787261,0.989363,-2.138556,Macrophages,#f08592
49791674,-6.469987,2.230965,T Cells,#f6d100
49799969,-10.889397,-1.346007,NK Cells,#8a001b
49800007,-2.295063,8.045889,Myeloid Progenitors,#004583
49802008,1.793385,3.038593,Monocytes,#9897df
49803158,5.542161,-1.450092,Macrophages,#f08592
49804300,0.872491,2.236885,Monocytes,#9897df
49805126,4.64289,-2.563993,Macrophages,#f08592
49818455,-0.404187,6.998052,Neutrophils,#c38200
49827183,1.057816,4.363245,Monocytes,#9897df
49839734,-0.72624,7.459502,Neutrophils,#c38200
49851828,-7.242856,0.58725,T Cells,#f6d100
49861612,-0.688314,0.679558,Monocytes,#9897df
49867210,4.426815,-0.430762,Macrophages,#f08592
49876015,-0.103613,-0.214224,Monocytes,#9897df
49876160,2.755135,-3.734117,Macrophages,#f08592
49877978,0.943945,-0.626737,Macrophages,#f08592
49878479,6.134775,-1.89365,Macrophages,#f08592
49879730,0.840998,-1.414736,Macrophages,#f08592
49883309,-1.433152,2.325436,Myeloid Progenitors,#004583
49883638,4.939611,-1.100287,Macrophages,#f08592
49883707,4.900143,-0.069345,Macrophages,#f08592
49887946,0.01211,2.149347,Monocytes,#9897df
49889820,0.882398,4.130736,Monocytes,#9897df
49892197,-0.247852,-0.032196,Monocytes,#9897df
49912334,1.625801,-0.612147,Macrophages,#f08592
49919296,4.991114,-3.217516,Macrophages,#f08592
49919547,2.18463,-4.257141,Macrophages,#f08592
49926653,3.95037,-0.702582,Macrophages,#f08592
49927184,4.176991,-0.897604,Macrophages,#f08592
49927875,3.786843,0.029627,Macrophages,#f08592
49945946,1.787597,-2.680159,Macrophages,#f08592
49946907,3.58707,0.315552,Macrophages,#f08592
49949664,4.656906,-0.91195,Macrophages,#f08592
49952704,2.188784,-1.616074,Macrophages,#f08592
49953333,1.781123,4.19676,Monocytes,#9897df
49957395,1.865897,-2.931816,Macrophages,#f08592
49961179,5.526021,-1.473241,Macrophages,#f08592
49969568,1.31375,-0.072417,Macrophages,#f08592
49971089,1.585627,3.555976,Monocytes,#9897df
49972414,4.024364,0.162637,Macrophages,#f08592
49979024,-0.920787,1.30357,Monocytes,#9897df
49983175,-10.315372,1.002313,NK Cells,#8a001b
49987495,2.129511,3.22088,Monocytes,#9897df
49995720,-6.512065,2.727827,T Cells,#f6d100
50018215,0.55885,4.583357,Monocytes,#9897df
50019308,2.104215,-3.06969,Macrophages,#f08592
50021626,3.038835,-0.324067,Macrophages,#f08592
50028751,-10.315248,-1.006738,NK Cells,#8a001b
50029019,0.243631,2.451955,Monocytes,#9897df
50029812,3.661093,0.859432,Macrophages,#f08592
50032849,1.806193,-3.831288,Macrophages,#f08592
50049270,0.02668,-2.999177,Macrophages,#f08592
50052712,1.221752,0.566284,Macrophages,#f08592
50057781,-0.555825,1.68475,Monocytes,#9897df
50064197,3.053508,-0.615301,Macrophages,#f08592
50064355,1.313826,5.555499,Monocytes,#9897df
50068383,0.524143,-2.789682,Monocytes,#9897df
50074873,-0.682644,2.36006,Monocytes,#9897df
50079222,5.282411,-1.703236,Macrophages,#f08592
50081872,6.022917,-1.393286,Macrophages,#f08592
50082129,4.911275,-0.623392,Macrophages,#f08592
50082586,-1.705474,2.295315,Myeloid Progenitors,#004583
50093312,4.00423,0.830906,Macrophages,#f08592
50094106,1.565726,5.391559,Monocytes,#9897df
50096385,-7.429272,1.123315,T Cells,#f6d100
50099701,-9.067999,-2.045294,NK Cells,#8a001b
50103134,-6.901899,2.986858,T Cells,#f6d100
50104996,2.02047,-1.652218,Monocytes,#9897df
50107484,-5.531846,3.637968,Myeloid Progenitors,#004583
50107518,-8.058989,2.290463,T Cells,#f6d100
50107931,-0.373108,-0.191023,Monocytes,#9897df
50116027,-7.367988,-0.876526,T Cells,#f6d100
50116345,5.013338,-1.14694,Macrophages,#f08592
50121125,0.715279,2.257607,Monocytes,#9897df
50121977,1.314189,-4.440977,Macrophages,#f08592
50126277,5.115595,-2.387752,Macrophages,#f08592
50126469,1.686358,5.314262,Monocytes,#9897df
50128229,2.560197,-4.017724,Macrophages,#f08592
50129045,1.431702,-1.042473,Macrophages,#f08592
50137327,0.652325,0.010649,Monocytes,#9897df
50138755,-2.145068,7.980496,Myeloid Progenitors,#004583
50142338,3.612723,-4.575417,Macrophages,#f08592
50143291,5.470885,-1.574889,Macrophages,#f08592
50145060,-6.923243,-1.712928,T Cells,#f6d100
50145414,2.841425,-4.671309,Macrophages,#f08592
50147534,5.588868,-1.363962,Macrophages,#f08592
50154424,0.661765,-0.988991,Macrophages,#f08592
50155559,1.542405,-4.28701,Macrophages,#f08592
50158920,-6.460338,2.182399,T Cells,#f6d100
50159978,0.216378,6.478484,Monocytes,#9897df
50160766,1.764505,-1.57227,Macrophages,#f08592
50161467,2.558411,0.703393,Macrophages,#f08592
50165904,-0.378394,1.408194,Monocytes,#9897df
50166333,-7.64905,-0.668099,T Cells,#f6d100
50174937,-3.801337,6.723389,Myeloid Progenitors,#004583
50178592,-9.173438,-0.880404,NK Cells,#8a001b
50180545,-10.714969,-1.998473,NK Cells,#8a001b
50195401,1.427696,2.131422,Monocytes,#9897df
50198555,2.298049,-3.875252,Macrophages,#f08592
50203814,0.253295,0.605545,Monocytes,#9897df
50204661,2.516999,-1.643814,Macrophages,#f08592
50209761,-3.157579,4.565581,Myeloid Progenitors,#004583
50215373,-3.086097,7.644665,Myeloid Progenitors,#004583
50216583,4.936505,-2.791283,Macrophages,#f08592
50219685,-7.724734,-0.608634,T Cells,#f6d100
50220366,2.423504,0.096238,Macrophages,#f08592
50226849,-7.097787,2.957451,T Cells,#f6d100
50237472,5.173607,-3.657024,Macrophages,#f08592
50243697,1.194193,1.793465,Monocytes,#9897df
50249546,-8.907147,-1.908276,T Cells,#f6d100
50255769,-6.127999,-0.662518,T Cells,#f6d100
50261267,-1.868282,3.030838,Myeloid Progenitors,#004583
50261333,1.947777,0.991194,Macrophages,#f08592
50264580,3.67815,0.40556,Macrophages,#f08592
50266838,-1.874497,2.231753,Myeloid Progenitors,#004583
50267655,-0.473368,0.527177,Monocytes,#9897df
50269314,5.19629,-3.641227,Macrophages,#f08592
50273011,0.440765,4.328602,Monocytes,#9897df
50278110,1.491639,-0.158857,Macrophages,#f08592
50286968,4.890557,-0.899391,Macrophages,#f08592
50303298,4.00783,-0.175724,Macrophages,#f08592
50308620,0.561328,-4.044868,Macrophages,#f08592
50310880,4.368777,-0.253439,Macrophages,#f08592
50317775,0.938524,1.635898,Monocytes,#9897df
50324598,2.815697,-2.934831,Macrophages,#f08592
50325976,0.318889,-4.269289,Macrophages,#f08592
50326103,-0.394813,1.378969,Monocytes,#9897df
50333560,-11.354704,-0.5824,NK Cells,#8a001b
50334800,1.38899,0.891784,Monocytes,#9897df
50335827,4.389584,0.139539,Monocytes,#9897df
50348623,-6.619612,0.458517,T Cells,#f6d100
50358896,2.704315,3.829251,Monocytes,#9897df
50358980,0.096815,-4.120718,Macrophages,#f08592
50374724,-0.788853,2.329738,Myeloid Progenitors,#004583
50381454,2.055606,-4.87714,Macrophages,#f08592
50381517,-0.023233,1.090984,Monocytes,#9897df
50383890,-11.545851,-0.646744,NK Cells,#8a001b
50391862,-0.555129,1.126431,Monocytes,#9897df
50404987,0.20091,-0.236845,Monocytes,#9897df
50422277,-0.40808,2.473974,Monocytes,#9897df
50423330,0.989163,4.725397,Monocytes,#9897df
50424457,3.347104,-1.713585,Macrophages,#f08592
50425267,5.016935,-2.47041,Macrophages,#f08592
50448855,5.498685,-2.182534,Macrophages,#f08592
50449407,1.456715,1.356853,Monocytes,#9897df
50450796,4.263303,-3.319407,Macrophages,#f08592
50456323,-10.248558,0.591473,NK Cells,#8a001b
50457376,2.129046,3.375475,Monocytes,#9897df
50472860,0.586354,-2.88298,Macrophages,#f08592
50473625,4.106646,0.097319,Macrophages,#f08592
50479852,-6.490205,-0.14887,T Cells,#f6d100
50484712,5.191146,-1.064454,Macrophages,#f08592
50495678,4.616186,-3.101232,Macrophages,#f08592
50504145,-6.985906,2.180438,T Cells,#f6d100
50513541,0.561257,-3.255629,Macrophages,#f08592
50516764,-10.020892,0.763171,NK Cells,#8a001b
50516897,2.158021,-0.473271,Macrophages,#f08592
50518117,1.832028,0.064689,Macrophages,#f08592
50528305,3.80292,-1.361617,Macrophages,#f08592
50549363,-3.824531,5.607266,Myeloid Progenitors,#004583
50559537,2.510697,-0.834282,Macrophages,#f08592
50565634,2.016584,-4.479642,Macrophages,#f08592
50570994,2.619979,-1.110237,Macrophages,#f08592
50571051,-10.180528,-1.134781,NK Cells,#8a001b
50575530,1.586007,5.427854,Monocytes,#9897df
50577825,0.648266,-1.477439,Macrophages,#f08592
50579499,-2.95418,3.391207,Myeloid Progenitors,#004583
50581295,4.464231,0.184048,Macrophages,#f08592
50586576,1.527422,1.150957,Monocytes,#9897df
50588088,1.344089,-4.389481,Macrophages,#f08592
50589019,3.747945,-2.572537,Macrophages,#f08592
50590527,-9.709777,-1.56652,NK Cells,#8a001b
50598349,1.999306,-4.352932,Macrophages,#f08592
50600668,2.786413,-1.592004,Macrophages,#f08592
50601598,2.816399,2.696588,Monocytes,#9897df
50603571,-2.440294,7.843181,Myeloid Progenitors,#004583
50609265,5.919807,-1.933934,Macrophages,#f08592
50616713,1.89513,3.529872,Monocytes,#9897df
50620324,0.929544,1.871596,Monocytes,#9897df
50630022,-7.524518,0.884725,T Cells,#f6d100
50630754,1.425518,-3.801585,Macrophages,#f08592
50634489,-0.087649,-0.601874,Monocytes,#9897df
50638858,-7.596,-0.375051,T Cells,#f6d100
50640163,-0.305216,7.674561,Neutrophils,#c38200
50652430,4.572315,0.492871,Monocytes,#9897df
50653637,3.185223,-1.200309,Macrophages,#f08592
50654666,2.001567,-0.651929,Macrophages,#f08592
50658530,1.669436,0.132657,Macrophages,#f08592
50663298,-10.836027,-1.645069,NK Cells,#8a001b
50664352,-6.252719,0.257653,T Cells,#f6d100
50680999,4.921437,0.127878,Macrophages,#f08592
50685954,3.324336,-1.421703,Macrophages,#f08592
50708560,5.151163,-1.420675,Macrophages,#f08592
50709744,3.942805,-1.703781,Macrophages,#f08592
50714922,2.146963,-1.859528,Macrophages,#f08592
50717237,-7.792185,2.231437,T Cells,#f6d100
50717438,4.706448,-4.118468,Macrophages,#f08592
50719314,-8.539375,1.111312,T Cells,#f6d100
50722596,5.744703,-1.54182,Macrophages,#f08592
50730031,4.380952,-0.180646,Macrophages,#f08592
50736039,-9.021879,-1.773112,NK Cells,#8a001b
50743329,2.946119,0.375592,Macrophages,#f08592
50743490,-9.744587,-1.684566,NK Cells,#8a001b
50744674,0.624415,-0.589178,Monocytes,#9897df
50756789,-7.085186,2.310538,T Cells,#f6d100
50759285,0.019807,3.771562,Monocytes,#9897df
50759291,4.492276,-1.724508,Macrophages,#f08592
50763073,3.816449,-0.69505,Macrophages,#f08592
50765601,1.154832,5.573859,Monocytes,#9897df
50775888,-7.223503,1.566537,T Cells,#f6d100
50778894,0.631812,-2.117308,Macrophages,#f08592
50783164,1.229408,2.282323,Monocytes,#9897df
50783406,3.496691,-2.314129,Macrophages,#f08592
50786123,3.505468,-3.707393,Macrophages,#f08592
50791727,2.999823,-2.784841,Macrophages,#f08592
50798384,1.655809,0.068705,Monocytes,#9897df
50798889,3.854971,-0.404657,Macrophages,#f08592
50803266,5.584095,-1.511347,Macrophages,#f08592
50805776,3.551592,0.589366,Macrophages,#f08592
50806134,-9.645088,0.714871,NK Cells,#8a001b
50814435,-5.412193,-0.682875,T Cells,#f6d100
50817010,-5.555188,3.693821,Myeloid Progenitors,#004583
50818033,1.745633,-1.499963,Macrophages,#f08592
50818914,-6.396775,0.80169,T Cells,#f6d100
50820026,1.389982,3.816891,Monocytes,#9897df
50828807,5.170251,-3.580265,Macrophages,#f08592
50836950,4.817305,-0.123718,Macrophages,#f08592
50839803,3.61814,1.42616,Monocytes,#9897df
50848395,1.461211,3.965719,Monocytes,#9897df
50848956,1.402355,3.308792,Monocytes,#9897df
50851879,-7.793652,-0.182511,T Cells,#f6d100
50854083,0.912312,1.929757,Monocytes,#9897df
50857258,4.774578,-2.940916,Macrophages,#f08592
50866622,-0.463118,-0.109267,Monocytes,#9897df
50867224,-5.366347,-0.745468,T Cells,#f6d100
50868962,1.684374,-3.744675,Macrophages,#f08592
50870569,-0.039002,1.879855,Monocytes,#9897df
50872601,-9.417117,0.215185,NK Cells,#8a001b
50872762,-9.694526,0.72285,NK Cells,#8a001b
50878016,1.269564,-4.452675,Macrophages,#f08592
50887261,-7.335601,1.714643,T Cells,#f6d100
50892745,5.316132,-1.555303,Macrophages,#f08592
50894292,-0.825349,3.507193,Monocytes,#9897df
50896157,-10.354971,-1.091306,T Cells,#f6d100
50896810,1.218869,4.493631,Monocytes,#9897df
50897193,-6.695038,-1.345899,T Cells,#f6d100
50910137,-0.291941,-2.689598,Macrophages,#f08592
50910478,5.477956,-1.850753,Macrophages,#f08592
50911231,1.114207,4.496253,Monocytes,#9897df
50912233,4.566897,-1.503777,Macrophages,#f08592
50913225,-9.479885,-1.46899,NK Cells,#8a001b
50913642,-7.427742,0.363479,T Cells,#f6d100
50927692,2.954931,0.844055,Macrophages,#f08592
50932205,1.882979,4.818427,Monocytes,#9897df
50934665,3.542196,-3.061662,Macrophages,#f08592
50935157,-1.990585,2.624467,Myeloid Progenitors,#004583
50937127,-4.805682,-1.063423,T Cells,#f6d100
50950955,3.246762,-0.197956,Macrophages,#f08592
50952703,-9.833683,-1.018654,NK Cells,#8a001b
50953535,0.708482,5.233341,Monocytes,#9897df
50957052,1.37743,-1.039965,Macrophages,#f08592
50957464,2.794748,-2.438959,Macrophages,#f08592
50964742,1.975522,0.551565,Monocytes,#9897df
50967821,0.722429,-0.391759,Macrophages,#f08592
50968597,1.191093,5.318067,Monocytes,#9897df
50983544,2.780707,-2.494713,Macrophages,#f08592
50985019,2.659773,3.481139,Monocytes,#9897df
50985833,-0.338711,4.126902,Monocytes,#9897df
50993088,-8.131476,1.764815,T Cells,#f6d100
50995184,2.048683,4.424693,Monocytes,#9897df
51004162,1.490861,-2.807864,Macrophages,#f08592
51019379,0.164532,2.562581,Monocytes,#9897df
51022942,2.098352,-3.586052,Macrophages,#f08592
51027487,3.98921,-4.264112,Macrophages,#f08592
51030080,-9.445,-1.698674,NK Cells,#8a001b
51030417,4.284438,-0.941523,Macrophages,#f08592
51035427,0.804106,-4.12772,Macrophages,#f08592
51055053,2.119585,-1.900392,Macrophages,#f08592
51061397,-1.603322,3.280055,Myeloid Progenitors,#004583
51062599,3.469337,-0.794057,Macrophages,#f08592
51069900,-3.622808,6.484011,Myeloid Progenitors,#004583
51073515,2.456658,-1.210478,Macrophages,#f08592
51078910,3.993479,-3.913288,Macrophages,#f08592
51080090,0.734799,2.3177,Monocytes,#9897df
51080417,2.959482,-4.739736,Macrophages,#f08592
51081295,-7.171863,1.681066,T Cells,#f6d100
51084798,1.112938,-0.431419,Macrophages,#f08592
51086447,5.994442,-2.264951,Macrophages,#f08592
51091583,0.304001,-1.230884,Macrophages,#f08592
51092291,3.176389,-1.270287,Macrophages,#f08592
51100884,1.604025,-0.198955,Macrophages,#f08592
51112599,3.462089,1.366825,Monocytes,#9897df
51117513,4.990935,-3.225463,Macrophages,#f08592
51124673,-9.287694,-1.915045,NK Cells,#8a001b
51127642,0.683102,0.657191,Monocytes,#9897df
51129630,4.397896,-0.016774,Macrophages,#f08592
51143236,-6.310249,-0.991626,T Cells,#f6d100
51144880,2.271448,4.42274,Monocytes,#9897df
51148249,0.134545,1.637474,Monocytes,#9897df
51159087,-8.422453,2.59535,T Cells,#f6d100
51166214,1.11263,1.579472,Monocytes,#9897df
51170067,5.538667,-2.044543,Macrophages,#f08592
51173543,2.022111,4.655487,Monocytes,#9897df
51178110,2.12632,-0.049123,Monocytes,#9897df
51180490,4.690276,-3.782957,Macrophages,#f08592
51181886,-6.675115,1.333222,T Cells,#f6d100
51189383,2.014346,3.728443,Monocytes,#9897df
51192215,4.851857,-2.014625,Macrophages,#f08592
51195442,5.816652,-1.791171,Macrophages,#f08592
51195958,1.633006,1.261771,Macrophages,#f08592
51197116,-7.729999,0.085969,T Cells,#f6d100
51197577,-0.577739,-0.181249,Monocytes,#9897df
51198047,-6.594863,-1.143028,T Cells,#f6d100
51205262,2.950828,-1.915235,Macrophages,#f08592
51207131,-7.336214,1.875312,T Cells,#f6d100
51212861,1.231774,2.285462,Monocytes,#9897df
51215565,1.059248,-2.409405,Macrophages,#f08592
51219996,-2.506937,8.203528,Myeloid Progenitors,#004583
51223275,2.40164,-4.196954,Macrophages,#f08592
51228110,-0.168778,3.827912,Monocytes,#9897df
51233067,1.136978,5.30475,Monocytes,#9897df
51236194,0.753998,-2.290969,Macrophages,#f08592
51237454,1.340344,-1.543635,Monocytes,#9897df
51240470,2.049314,0.62064,Macrophages,#f08592
51247331,3.959237,-1.089944,Macrophages,#f08592
51248388,2.799063,0.827265,Macrophages,#f08592
51249293,2.396163,-4.529785,Macrophages,#f08592
51256669,0.386284,5.513749,Monocytes,#9897df
51279854,-6.242654,0.629605,T Cells,#f6d100
51280539,-2.403993,8.066822,Myeloid Progenitors,#004583
51286331,2.703268,-3.482024,Macrophages,#f08592
51287413,3.050106,0.449555,Macrophages,#f08592
51291228,5.606302,-1.981627,Macrophages,#f08592
51293249,-7.170549,-0.274059,T Cells,#f6d100
51300344,-5.103341,4.57884,Myeloid Progenitors,#004583
51300451,4.32409,-1.611343,Macrophages,#f08592
51301058,-8.606478,1.071612,T Cells,#f6d100
51303130,3.338314,-1.723648,Macrophages,#f08592
51305827,1.921058,4.023761,Monocytes,#9897df
51307384,3.826707,-0.235039,Macrophages,#f08592
51307594,3.883064,-3.811819,Macrophages,#f08592
51314356,-9.084328,-1.852978,NK Cells,#8a001b
51332477,2.282572,-1.095954,Macrophages,#f08592
51336456,-6.425428,2.934913,T Cells,#f6d100
51348150,5.350083,-2.06192,Macrophages,#f08592
51361608,0.419948,-1.636686,Macrophages,#f08592
51364808,-4.052394,5.938268,Myeloid Progenitors,#004583
51365578,5.54481,-1.136027,Macrophages,#f08592
51368548,-0.174038,0.642723,Monocytes,#9897df
51380331,0.546504,-0.614008,Macrophages,#f08592
51382139,2.468481,-4.789031,Macrophages,#f08592
51384090,2.232075,3.995119,Monocytes,#9897df
51387679,1.47069,0.201883,Macrophages,#f08592
51392676,1.588667,4.026873,Monocytes,#9897df
51398030,-8.391224,2.473406,T Cells,#f6d100
51399979,1.297092,2.876313,Monocytes,#9897df
51400365,5.190812,-2.968497,Macrophages,#f08592
51404699,5.493388,-1.909526,Macrophages,#f08592
51405076,1.022523,1.889735,Monocytes,#9897df
51409491,-3.792939,7.059735,Myeloid Progenitors,#004583
51411399,1.023014,5.716813,Monocytes,#9897df
51418568,1.548216,0.554565,Macrophages,#f08592
51419224,0.59043,0.782353,Macrophages,#f08592
51427530,-0.627175,7.517272,Neutrophils,#c38200
51431956,1.862201,-0.963345,Macrophages,#f08592
51441186,1.925085,-1.016287,Macrophages,#f08592
51442144,-0.330461,0.975319,Monocytes,#9897df
51442639,-9.671412,-1.893193,NK Cells,#8a001b
51444337,0.180345,-2.532386,Macrophages,#f08592
51447086,3.304222,-0.323788,Macrophages,#f08592
51453538,1.45656,-3.836367,Macrophages,#f08592
51454272,2.831168,-0.534008,Macrophages,#f08592
51471366,-7.349373,-0.862812,T Cells,#f6d100
51471456,-0.356958,-2.782105,Macrophages,#f08592
51476313,1.144046,-1.898785,Macrophages,#f08592
51476512,5.169393,-1.971872,Macrophages,#f08592
51479739,0.041942,-3.588811,Macrophages,#f08592
51482443,2.521797,0.649883,Macrophages,#f08592
51483665,2.150119,4.622113,Monocytes,#9897df
51486343,4.129199,-3.464277,Macrophages,#f08592
51500355,-10.036472,0.779491,NK Cells,#8a001b
51504667,0.228073,-3.589718,Macrophages,#f08592
51507373,-10.058619,-1.351331,NK Cells,#8a001b
51508862,-7.029817,-1.184184,T Cells,#f6d100
51512883,0.940382,5.737808,Macrophages,#f08592
51514783,5.062303,-3.105649,Macrophages,#f08592
51519388,3.873963,-2.965009,Macrophages,#f08592
51520466,-8.531287,0.279074,T Cells,#f6d100
51524641,-9.852006,0.29826,NK Cells,#8a001b
51524887,3.543898,-3.061128,Macrophages,#f08592
51526456,0.576055,-1.094136,Macrophages,#f08592
51533707,1.633082,0.670326,Macrophages,#f08592
51534305,3.936139,-2.937827,Macrophages,#f08592
51535256,1.426121,-2.377759,Macrophages,#f08592
51538137,2.482628,0.55393,Macrophages,#f08592
51546436,2.534827,0.090436,Macrophages,#f08592
51548631,-7.402082,-0.508957,T Cells,#f6d100
51552274,1.219992,2.155569,Monocytes,#9897df
51558531,-1.015665,3.356154,Myeloid Progenitors,#004583
51573285,0.226449,-2.403545,Macrophages,#f08592
51574427,-4.79122,5.598129,Myeloid Progenitors,#004583
51588077,0.423042,0.488405,Monocytes,#9897df
51592841,-4.072489,5.975072,Myeloid Progenitors,#004583
51594308,-2.447035,7.863611,Myeloid Progenitors,#004583
51596945,0.587435,-0.20009,Macrophages,#f08592
51600900,0.097854,4.278693,Monocytes,#9897df
51600970,-5.102811,-0.976494,T Cells,#f6d100
51603118,-7.634371,-0.196614,T Cells,#f6d100
51607959,-5.088885,4.440225,Myeloid Progenitors,#004583
51612579,3.735471,-1.242975,Macrophages,#f08592
51619668,0.593339,3.526748,Monocytes,#9897df
51622312,1.48753,-1.047163,Macrophages,#f08592
51628701,-0.405662,2.73776,Monocytes,#9897df
51635656,-6.975561,-1.063645,T Cells,#f6d100
51641652,-6.200812,-0.791459,T Cells,#f6d100
51644244,5.987931,-2.183386,Macrophages,#f08592
51651079,-4.196575,3.783619,Myeloid Progenitors,#004583
51668100,1.522554,4.607971,Monocytes,#9897df
51672607,1.082726,3.411509,Monocytes,#9897df
51676833,0.294394,1.939387,Monocytes,#9897df
51679138,2.714013,-4.335178,Macrophages,#f08592
51681683,-9.137066,-1.833985,NK Cells,#8a001b
51683620,-0.199094,-1.484945,Monocytes,#9897df
51685779,-9.735215,-1.90547,NK Cells,#8a001b
51689993,1.161882,-3.803628,Macrophages,#f08592
51694195,1.529013,-3.591929,Macrophages,#f08592
51697007,5.727875,-1.126352,Macrophages,#f08592
51703985,1.381456,2.647001,Monocytes,#9897df
51704132,0.37042,-3.175502,Macrophages,#f08592
51710023,-10.260857,-1.418093,NK Cells,#8a001b
51715353,-4.873974,4.598556,Myeloid Progenitors,#004583
51716867,0.74878,0.775038,Monocytes,#9897df
51733470,3.472384,-2.245893,Macrophages,#f08592
51737466,1.273875,-4.530006,Macrophages,#f08592
51740076,-3.845552,7.070298,Myeloid Progenitors,#004583
51749258,-11.178053,-0.469631,NK Cells,#8a001b
51752498,2.392602,-4.730478,Macrophages,#f08592
51756838,-3.567701,7.162857,Myeloid Progenitors,#004583
51760254,0.73908,0.329241,Monocytes,#9897df
51764427,2.150489,-1.733691,Macrophages,#f08592
51765006,4.756858,-2.602168,Macrophages,#f08592
51765779,-6.265188,-0.693223,T Cells,#f6d100
51766918,-8.442528,1.957832,T Cells,#f6d100
51772587,-2.264422,8.098752,Myeloid Progenitors,#004583
51774360,-6.515456,1.964844,T Cells,#f6d100
51778451,-0.08651,7.353882,Monocytes,#9897df
51788564,-6.554538,3.550316,T Cells,#f6d100
51790584,6.12451,-1.391168,Macrophages,#f08592
51790961,1.936743,-2.677425,Macrophages,#f08592
51792311,4.283844,-1.516686,Macrophages,#f08592
51792560,0.479154,5.790824,Monocytes,#9897df
51795167,-10.923779,-0.449373,NK Cells,#8a001b
51798501,-9.475848,-1.543032,NK Cells,#8a001b
51815508,-9.608968,1.10364,NK Cells,#8a001b
